"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Santander*","(40,50]","40k","Full time","Private Tenant",0.8,86
"Balance Transfer","Santander*","(50,60]","40k","Full time","Homeowner",0.6,202
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","60k","Full time","Homeowner",0.5,121
"Balance Transfer","Halifax Low Rate*","(30,40]","60k","Full time","Homeowner",0.5,122
"Balance Transfer","Santander*","(30,40]","60k","Full time","Homeowner",0.95,144
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Full time","Homeowner",0.3,127
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Homeowner",0.3,130
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Homeowner",0.9,53
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Homeowner",0.9,52
"Balance Transfer","Post Office*","(50,60]","20k","Full time","Homeowner",0.8,40
"Balance Transfer","Santander*","(50,60]","20k","Full time","Homeowner",0.95,348
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Full time","Homeowner",0.1,1086
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Homeowner",0.2,527
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Homeowner",0.2,532
"Balance Transfer","Post Office*","(20,30]","20k","Full time","Homeowner",0,541
"Balance Transfer","Santander*","(20,30]","20k","Full time","Homeowner",0.8,122
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Full time","Homeowner",0,172
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Full time","Homeowner",0,174
"Balance Transfer","Post Office*","(40,50]","10k","Full time","Homeowner",0,124
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Full time","Homeowner",0.1,718
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","70k","Full time","Homeowner",0.2,507
"Balance Transfer","Halifax Low Rate*","(40,50]","70k","Full time","Homeowner",0.2,522
"Balance Transfer","Santander*","(40,50]","70k","Full time","Homeowner",0.8,30
"Balance Transfer","MBNA Low Rate*","(30,40]","70k","Full time","Living with Parents",0.1,24
"Balance Transfer","Post Office*","(30,40]","70k","Full time","Living with Parents",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Private Tenant",0.95,63
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Private Tenant",0.95,64
"Balance Transfer","Santander*","(50,60]","30k","Full time","Private Tenant",0,116
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Full time","Living with Parents",0,80
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Living with Parents",0,30
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Living with Parents",0,30
"Balance Transfer","Santander*","(20,30]","20k","Full time","Living with Parents",0.5,176
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Council Tenant",0,310
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Council Tenant",0,317
"Balance Transfer","Santander*","(40,50]","20k","Full time","Council Tenant",0,156
"Balance Transfer","MBNA Low Rate*","(20,30]","40k","Full time","Living with Parents",0.8,20
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Full time","Living with Parents",0.2,258
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Full time","Living with Parents",0.2,264
"Balance Transfer","Santander*","(50,60]","50k","Full time","Homeowner",0.5,58
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Full time","Living with Parents",0,16
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Full time","Private Tenant",0.8,100
"Balance Transfer","MBNA Low Rate*","(40,50]","40k","Self Employed","Homeowner",0.1,380
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Self Employed","Homeowner",0.4,30
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Self Employed","Homeowner",0.4,30
"Balance Transfer","Post Office*","(40,50]","40k","Self Employed","Homeowner",0.7,22
"Balance Transfer","Santander*","(40,50]","40k","Self Employed","Homeowner",0.6,36
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Part time","Council Tenant",0,244
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Part time","Council Tenant",0,114
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Part time","Council Tenant",0,115
"Balance Transfer","Post Office*","(40,50]","10k","Part time","Council Tenant",0,152
"Balance Transfer","Santander*","(40,50]","10k","Part time","Council Tenant",0,46
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Homeowner",0.3,84
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Homeowner",0.3,88
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Part time","Council Tenant",0,68
"Balance Transfer","Post Office*","(40,50]","30k","Part time","Council Tenant",0,40
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","60k","Full time","Homeowner",0.6,108
"Balance Transfer","Halifax Low Rate*","(30,40]","60k","Full time","Homeowner",0.6,110
"Balance Transfer","MBNA Low Rate*","(60,70]","30k","Part time","Homeowner",0.1,244
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","30k","Part time","Homeowner",0.2,142
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Part time","Homeowner",0.2,143
"Balance Transfer","Post Office*","(60,70]","30k","Part time","Homeowner",0.4,94
"Balance Transfer","Santander*","(60,70]","30k","Part time","Homeowner",0.4,14
"Balance Transfer","MBNA Low Rate*","(70,80]","20k","Retired","Homeowner",0.1,566
"Balance Transfer","Santander*","(70,80]","20k","Retired","Homeowner",0.3,62
"Balance Transfer","Halifax Low Rate*","(40,50]","100k","Full time","Homeowner",0.4,13
"Balance Transfer","MBNA Low Rate*","(40,50]","100k","Full time","Homeowner",0.1,158
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","100k","Full time","Homeowner",0.4,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Homeowner",0.5,101
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Homeowner",0.5,100
"Balance Transfer","Santander*","(40,50]","60k","Full time","Homeowner",0.8,54
"Balance Transfer","Santander*","(20,30]","30k","Full time","Private Tenant",0.7,96
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Unemployed","Living with Parents",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Unemployed","Living with Parents",0,12
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Unemployed","Living with Parents",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Homeowner",0.4,27
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Homeowner",0.4,27
"Balance Transfer","Santander*","(40,50]","20k","Self Employed","Homeowner",0.3,70
"Balance Transfer","MBNA Low Rate*","(70,80]","30k","Retired","Homeowner",0,144
"Balance Transfer","Lloyds Platinum Low Rate*","(70,80]","30k","Retired","Homeowner",0.4,18
"Balance Transfer","Halifax Low Rate*","(70,80]","30k","Retired","Homeowner",0.4,18
"Balance Transfer","Post Office*","(70,80]","30k","Retired","Homeowner",0,81
"Balance Transfer","Santander*","(70,80]","30k","Retired","Homeowner",0.95,26
"Balance Transfer","Santander*","(20,30]","10k","Part time","Living with Parents",0.6,32
"Balance Transfer","Santander*","(50,60]","20k","Part time","Homeowner",0.95,62
"Balance Transfer","MBNA Low Rate*","(50,60]","50k","Self Employed","Private Tenant",0.1,24
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Self Employed","Private Tenant",0.5,36
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Self Employed","Private Tenant",0.5,36
"Balance Transfer","Post Office*","(50,60]","50k","Self Employed","Private Tenant",0,56
"Balance Transfer","Santander*","(50,60]","50k","Self Employed","Private Tenant",0.8,20
"Balance Transfer","MBNA Low Rate*","(50,60]","70k","Full time","Homeowner",0.1,436
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","70k","Full time","Homeowner",0.2,257
"Balance Transfer","Halifax Low Rate*","(50,60]","70k","Full time","Homeowner",0.2,271
"Balance Transfer","Post Office*","(50,60]","70k","Full time","Homeowner",0.4,194
"Balance Transfer","Santander*","(50,60]","70k","Full time","Homeowner",0.8,26
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Self Employed","Homeowner",0.95,36
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Self Employed","Homeowner",0.95,36
"Balance Transfer","Post Office*","(40,50]","40k","Self Employed","Homeowner",0.9,14
"Balance Transfer","Post Office*","(30,40]","40k","Full time","Homeowner",0.6,170
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Council Tenant",0.4,55
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Council Tenant",0.4,56
"Balance Transfer","Santander*","(30,40]","30k","Full time","Council Tenant",0.8,58
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Full time","Private Tenant",0,924
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Full time","Private Tenant",0,171
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Full time","Private Tenant",0,173
"Balance Transfer","Santander*","(30,40]","50k","Full time","Private Tenant",0,120
"Balance Transfer","MBNA Low Rate*","(40,50]","60k","Full time","Private Tenant",0,298
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Private Tenant",0.5,63
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Private Tenant",0.5,63
"Balance Transfer","Post Office*","(40,50]","60k","Full time","Private Tenant",0,187
"Balance Transfer","Santander*","(40,50]","60k","Full time","Private Tenant",0.95,82
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Self Employed","Council Tenant",0,20
"Balance Transfer","Post Office*","(50,60]","20k","Full time","Homeowner",0.5,52
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Self Employed","Private Tenant",0.1,104
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Self Employed","Private Tenant",0.4,21
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Self Employed","Private Tenant",0.4,21
"Balance Transfer","Santander*","(40,50]","30k","Full time","Council Tenant",0.6,54
"Balance Transfer","Santander*","(20,30]","30k","Full time","Homeowner",0.8,148
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Private Tenant",0.3,51
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Private Tenant",0.3,51
"Balance Transfer","Santander*","(50,60]","20k","Full time","Private Tenant",0.6,36
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Homeowner",0.95,300
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Homeowner",0.95,306
"Balance Transfer","MBNA Low Rate*","(40,50]","40k","Self Employed","Private Tenant",0,144
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Self Employed","Private Tenant",0,48
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Self Employed","Private Tenant",0,45
"Balance Transfer","Post Office*","(40,50]","40k","Self Employed","Private Tenant",0,94
"Balance Transfer","Santander*","(40,50]","40k","Self Employed","Private Tenant",0,20
"Balance Transfer","MBNA Low Rate*","(30,40]","80k","Full time","Homeowner",0.1,308
"Balance Transfer","Post Office*","(30,40]","80k","Full time","Homeowner",0.7,20
"Balance Transfer","Santander*","(30,40]","80k","Full time","Homeowner",0.9,22
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Homeowner",0.95,110
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Homeowner",0.95,108
"Balance Transfer","Santander*","(30,40]","20k","Part time","Homeowner",0.2,108
"Balance Transfer","Post Office*","(50,60]","30k","Self Employed","Homeowner",0.4,272
"Balance Transfer","Santander*","(50,60]","30k","Self Employed","Homeowner",0.5,22
"Balance Transfer","MBNA Low Rate*","(40,50]","120k","Full time","Homeowner",0.1,112
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","120k","Full time","Homeowner",0.2,64
"Balance Transfer","Halifax Low Rate*","(40,50]","120k","Full time","Homeowner",0.2,67
"Balance Transfer","Post Office*","(40,50]","120k","Full time","Homeowner",0.4,42
"Balance Transfer","Santander*","(40,50]","120k","Full time","Homeowner",0.3,14
"Balance Transfer","Santander*","(40,50]","20k","Part time","Homeowner",0.4,122
"Balance Transfer","Santander*","(60,70]","30k","Retired","Homeowner",0.4,36
"Balance Transfer","MBNA Low Rate*","(70,80]","30k","Retired","Private Tenant",0.1,28
"Balance Transfer","Lloyds Platinum Low Rate*","(70,80]","30k","Retired","Private Tenant",0.2,28
"Balance Transfer","Halifax Low Rate*","(70,80]","30k","Retired","Private Tenant",0.2,29
"Balance Transfer","Post Office*","(70,80]","30k","Retired","Private Tenant",0,34
"Balance Transfer","Santander*","(30,40]","40k","Full time","Private Tenant",0.8,212
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Full time","Living with Parents",0,190
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Living with Parents",0.2,70
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Living with Parents",0.2,70
"Balance Transfer","Post Office*","(40,50]","20k","Full time","Living with Parents",0,151
"Balance Transfer","Santander*","(40,50]","20k","Full time","Living with Parents",0.3,14
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Retired","Homeowner",0.95,57
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Retired","Homeowner",0.95,54
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Homeowner",0,894
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Homeowner",0,905
"Balance Transfer","Post Office*","(30,40]","50k","Full time","Homeowner",0.8,110
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Living with Parents",0.4,204
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Living with Parents",0.4,209
"Balance Transfer","Santander*","(60,70]","30k","Full time","Homeowner",0.3,64
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Self Employed","Homeowner",0,554
"Balance Transfer","Santander*","(40,50]","20k","Self Employed","Homeowner",0.4,58
"Balance Transfer","MBNA Low Rate*","(50,60]","40k","Self Employed","Homeowner",0.1,468
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Self Employed","Homeowner",0.2,255
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Self Employed","Homeowner",0.2,265
"Balance Transfer","Post Office*","(50,60]","40k","Self Employed","Homeowner",0.4,172
"Balance Transfer","Santander*","(50,60]","40k","Self Employed","Homeowner",0.2,62
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Living with Parents",0.6,383
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Living with Parents",0.6,388
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Homeowner",0,278
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Homeowner",0,281
"Balance Transfer","Santander*","(40,50]","60k","Full time","Homeowner",0,178
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Council Tenant",0.95,84
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Council Tenant",0.95,87
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Part time","Private Tenant",0,288
"Balance Transfer","Post Office*","(30,40]","30k","Part time","Private Tenant",0,186
"Balance Transfer","Santander*","(30,40]","30k","Part time","Private Tenant",0.95,88
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Private Tenant",0.4,139
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Private Tenant",0.4,145
"Balance Transfer","Santander*","(40,50]","30k","Full time","Private Tenant",0.9,184
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Unemployed","Council Tenant",0,56
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Unemployed","Council Tenant",0,42
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Unemployed","Council Tenant",0,42
"Balance Transfer","Post Office*","(40,50]","20k","Unemployed","Council Tenant",0,30
"Balance Transfer","Santander*","(40,50]","20k","Unemployed","Council Tenant",0,28
"Balance Transfer","MBNA Low Rate*","(60,70]","30k","Full time","Council Tenant",0,130
"Balance Transfer","Post Office*","(60,70]","30k","Full time","Council Tenant",0,77
"Balance Transfer","Santander*","(60,70]","30k","Full time","Council Tenant",0.95,16
"Balance Transfer","Lloyds Platinum Low Rate*","(10,20]","20k","Full time","Living with Parents",0.6,28
"Balance Transfer","Halifax Low Rate*","(10,20]","20k","Full time","Living with Parents",0.6,28
"Balance Transfer","Santander*","(10,20]","20k","Full time","Living with Parents",0.9,18
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Private Tenant",0.5,169
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Private Tenant",0.5,166
"Balance Transfer","Santander*","(40,50]","20k","Full time","Private Tenant",0.8,94
