"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,20,24,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,20,24,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,10,175,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,10,176,0
"Balance Transfer","Santander*","Full time","Living with Parents",30,30,34,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,10,48,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,10,49,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",60,50,118,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,50,30,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,50,33,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,20,175,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,20,177,0.6
"Balance Transfer","Santander*","Full time","Homeowner",30,20,432,0.95
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",40,20,414,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,20,251,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,20,257,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",40,20,138,0
"Balance Transfer","Santander*","Self Employed","Homeowner",40,20,44,0.9
"Balance Transfer","MBNA Low Rate*","Retired","Council Tenant",60,20,90,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",60,20,18,0
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",60,20,20,0
"Balance Transfer","Post Office*","Retired","Council Tenant",60,20,63,0
"Balance Transfer","Santander*","Retired","Council Tenant",60,20,26,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",60,20,814,0.1
"Balance Transfer","Santander*","Full time","Homeowner",40,60,82,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,50,143,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,50,144,0.3
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",40,50,40,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,50,28,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,50,28,0.2
"Balance Transfer","Post Office*","Part time","Homeowner",40,50,14,0.4
"Balance Transfer","Post Office*","Self Employed","Homeowner",40,40,70,0.4
"Balance Transfer","Santander*","Part time","Homeowner",50,20,114,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",50,40,112,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,50,145,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,50,148,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,50,326,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",30,60,20,0
"Balance Transfer","Post Office*","Full time","Living with Parents",30,60,24,0
"Balance Transfer","Santander*","Full time","Living with Parents",30,60,12,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,70,24,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,70,24,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,50,21,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,50,21,0.3
"Balance Transfer","Santander*","Full time","Private Tenant",60,50,78,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,50,104,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,20,72,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,20,73,0.3
"Balance Transfer","Post Office*","Full time","Homeowner",30,20,298,0.4
"Balance Transfer","Santander*","Full time","Homeowner",30,20,32,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,40,100,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,40,101,0.6
"Balance Transfer","Santander*","Part time","Homeowner",50,20,100,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,60,27,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,60,28,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,10,264,0
"Balance Transfer","Santander*","Full time","Homeowner",50,10,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,50,73,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,50,74,0.2
"Balance Transfer","Santander*","Full time","Private Tenant",60,50,32,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",30,40,27,0.9
"Balance Transfer","MBNA Low Rate*","Homemaker","Council Tenant",50,20,162,0
"Balance Transfer","Post Office*","Homemaker","Council Tenant",50,20,98,0
"Balance Transfer","Santander*","Full time","Living with Parents",30,20,32,0.3
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,140,20,0.1
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,40,210,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,40,203,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,40,209,0.6
"Balance Transfer","Santander*","Full time","Council Tenant",40,30,80,0.9
"Balance Transfer","Santander*","Part time","Homeowner",40,10,48,0
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",30,20,636,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,20,275,0
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,20,277,0
"Balance Transfer","Post Office*","Full time","Council Tenant",30,20,376,0
"Balance Transfer","Santander*","Full time","Council Tenant",30,20,136,0
"Balance Transfer","Santander*","Full time","Homeowner",40,50,132,0.5
"Balance Transfer","Santander*","Part time","Homeowner",40,10,56,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",40,40,53,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",60,50,44,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,20,19,0.6
"Balance Transfer","MBNA Low Rate*","Retired","Private Tenant",70,20,254,0
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,20,18,0.6
"Balance Transfer","Santander*","Retired","Private Tenant",70,20,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,30,171,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,30,174,0.3
"Balance Transfer","Santander*","Full time","Homeowner",60,20,180,0.4
"Balance Transfer","Santander*","Full time","Homeowner",70,20,22,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,30,303,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,30,316,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,70,56,0.3
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",70,30,64,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",70,30,51,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",70,30,54,0.2
"Balance Transfer","Post Office*","Full time","Private Tenant",70,30,98,0
"Balance Transfer","Santander*","Full time","Homeowner",60,50,80,0.8
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",30,30,136,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,30,18,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,30,18,0.95
"Balance Transfer","Post Office*","Part time","Private Tenant",30,30,79,0
"Balance Transfer","Santander*","Part time","Private Tenant",30,30,38,0.95
"Balance Transfer","Santander*","Full time","Homeowner",70,30,52,0.9
"Balance Transfer","Santander*","Full time","Homeowner",50,70,150,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,40,219,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,40,220,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,70,16,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",40,70,138,0
"Balance Transfer","Santander*","Full time","Homeowner",40,70,36,0.9
"Balance Transfer","MBNA Low Rate*","Retired","Private Tenant",70,10,62,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,10,54,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,10,56,0.2
"Balance Transfer","Post Office*","Retired","Private Tenant",70,10,92,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,50,117,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,50,124,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",40,30,77,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",40,30,75,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,40,170,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",60,40,57,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",30,30,32,0.95
"Balance Transfer","Santander*","Part time","Homeowner",50,30,70,0.3
"Balance Transfer","Post Office*","Retired","Council Tenant",70,10,77,0
"Balance Transfer","MBNA Low Rate*","Retired","Council Tenant",70,10,128,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",70,10,57,0
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",70,10,57,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",60,20,18,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",60,20,18,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,30,42,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,30,44,0.3
"Balance Transfer","Santander*","Self Employed","Homeowner",50,30,42,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,50,18,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,50,18,0.95
"Balance Transfer","Santander*","Full time","Homeowner",40,40,544,0.4
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",30,10,28,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",30,10,15,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",30,10,15,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,20,51,0.3
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,20,53,0.3
"Balance Transfer","Post Office*","Part time","Homeowner",50,20,22,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",80,20,174,0
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",80,20,183,0
"Balance Transfer","Post Office*","Retired","Homeowner",80,20,160,0
"Balance Transfer","Santander*","Retired","Homeowner",80,20,14,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Student","Private Tenant",30,30,12,0.5
"Balance Transfer","Halifax Low Rate*","Student","Private Tenant",30,30,13,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,60,93,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,60,98,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",60,60,18,0.8
"Balance Transfer","Santander*","Full time","Homeowner",60,60,68,0.95
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",50,40,36,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,40,39,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,40,39,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",50,30,308,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,30,45,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,30,45,0.6
"Balance Transfer","Santander*","Self Employed","Private Tenant",50,30,82,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,10,78,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,10,63,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,10,66,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",40,10,44,0.4
"Balance Transfer","Santander*","Full time","Homeowner",40,10,18,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",40,30,60,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",40,30,60,0
"Balance Transfer","Santander*","Part time","Private Tenant",40,30,48,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",70,50,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,30,15,0.7
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,30,17,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",70,20,140,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",70,20,140,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",70,20,93,0.4
"Balance Transfer","Santander*","Self Employed","Homeowner",70,20,26,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,10,42,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,10,39,0.5
"Balance Transfer","Post Office*","Part time","Homeowner",40,10,12,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",40,10,30,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",40,10,34,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Council Tenant",50,20,276,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",50,20,81,0
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",50,20,83,0
"Balance Transfer","Post Office*","Part time","Council Tenant",50,20,176,0
"Balance Transfer","Santander*","Part time","Council Tenant",50,20,74,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,30,48,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,30,48,0.7
"Balance Transfer","Santander*","Retired","Homeowner",70,10,20,0.8
"Balance Transfer","Post Office*","Self Employed","Living with Parents",50,20,43,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Living with Parents",50,20,40,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",50,20,22,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",50,20,21,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,30,132,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,30,139,0.5
"Balance Transfer","Santander*","Full time","Council Tenant",50,30,96,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,40,76,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,40,75,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,40,111,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,40,113,0.9
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",40,50,132,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,50,30,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,50,30,0.5
"Balance Transfer","Post Office*","Self Employed","Private Tenant",40,50,82,0
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,50,44,0.95
"Balance Transfer","Santander*","Full time","Homeowner",40,70,24,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,20,47,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,20,48,0.5
"Balance Transfer","Santander*","Full time","Council Tenant",30,20,174,0.95
"Balance Transfer","Santander*","Retired","Homeowner",60,20,48,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",30,40,388,0.1
"Balance Transfer","Santander*","Full time","Living with Parents",30,40,18,0.4
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",60,20,32,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,20,21,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,20,21,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,60,30,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",70,30,43,0
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",70,30,43,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,30,81,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,30,82,0.9
"Balance Transfer","Santander*","Full time","Council Tenant",40,30,332,0.95
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",40,30,268,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,30,164,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,30,164,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",40,30,122,0
"Balance Transfer","Santander*","Self Employed","Homeowner",40,30,28,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,30,319,0.6
